Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8
2003 38 3;51;024033750640;9;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;52;024033720252;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;53;024033811378;7;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;54;024033730167;7;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;55;024033710174;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;56;024033811180;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;57;024033750724;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;58;024033730533;7;1;0;1;0;0;0;1;0;1;0;0;0;1
2003 38 3;59;024033821284;11;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;60;024033730381;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;61;024033720592;11;1;0;1;0;0;0;0;0;0;0;1;0;0
2003 38 3;62;024033810657;11;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;63;024033750584;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;64;024033710133;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;65;024033810903;7;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;66;024033710224;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;67;024033810843;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;68;024033730164;3;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;69;024033810176;6;1;0;0;0;0;1;0;0;0;0;0;1;0
2003 38 3;70;024033750646;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;71;024033750293;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;72;024033811225;5;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;73;024033810589;5;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;74;024033720213;10;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;75;024033820085;10;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;76;024033730250;9;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;77;024033720296;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;78;024033811436;9;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;79;024033720250;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;80;024033750560;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;81;024033810111;7;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;82;024033710147;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;83;024033810338;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;84;024033730193;7;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;85;024033703735;7;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;86;024033750010;10;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;87;024033720347;10;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;88;024033740599;7;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 3;89;024033810496;7;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;90;024033703736;7;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;91;024033811322;7;0;0;1;0;1;0;1;0;0;0;0;0;0
2003 38 3;92;024033730177;7;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;93;024033810020;7;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;94;024033531447;7;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;95;024033750482;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;96;024033810353;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;97;024033710138;1;1;0;1;0;0;0;1;0;1;0;0;0;1
2003 38 3;98;024033750847;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;99;024033810104;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;100;024033720014;1;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;101;024033730238;1;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;102;024033811316;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;103;024033720204;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;104;024033750404;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;105;024033811329;9;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;106;024033720320;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;107;024033750616;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;108;024033811192;9;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;109;024033531503;9;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;110;024033730247;9;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;111;024033810414;9;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;112;024033720198;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;113;024033750661;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;114;024033750621;9;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;115;024033811305;9;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;116;024033720292;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;117;024033810680;9;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 3;118;024033810143;5;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;119;024033730194;7;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;120;024033811125;7;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;121;024033531492;7;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;122;024033811365;7;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 3;123;024033710272;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;124;024033821301;7;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;125;024033710222;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;126;024033740158;12;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;127;024033811210;12;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;128;024033710281;12;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;129;024033810728;12;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;130;024033750648;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;131;024033710261;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;132;024033810349;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;133;024033750893;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;134;024033710301;6;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;135;024033811344;6;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;136;024033720489;9;1;0;1;0;0;0;1;0;0;1;1;0;1
2003 38 3;137;024033720415;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;138;024033811187;9;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;139;024033720330;9;1;0;1;0;0;0;0;1;0;0;0;0;0
2003 38 3;140;024033720593;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;141;024033811373;6;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;142;024033730172;7;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;143;024033710328;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;144;024033810325;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;145;024033750496;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;146;024033703733;7;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;147;024033710294;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;148;024033531401;7;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;149;024033810189;7;1;0;0;0;0;1;0;0;0;0;0;1;0
2003 38 3;150;024033730201;7;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;151;024033750656;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;152;024033750043;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;153;024033811415;8;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;154;024033710230;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;155;024033750419;12;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;156;024033821313;12;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;157;024033810729;12;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;158;024033650260;12;1;0;1;0;0;0;1;0;1;0;1;0;1
2003 38 3;159;024033810564;5;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;160;024033811196;5;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;161;024033750541;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;162;024033810132;5;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;163;024033810759;9;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;164;024033720215;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;165;024033811413;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;166;024033710330;3;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;167;024033710345;3;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;168;024033811414;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;169;024033730165;3;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;170;024033531422;2;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;171;024033811358;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;172;024033810697;4;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 3;173;024033750650;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;174;024033531426;1;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;175;024033821334;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;176;024033710871;1;1;0;1;0;0;0;1;0;0;1;1;0;1
2003 38 3;177;024033720242;1;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;178;024033821266;11;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;179;024033750466;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;180;024033710220;12;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;181;024033810724;12;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;182;024033821327;12;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;183;024033750574;12;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;184;024033710134;12;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;185;024033811359;12;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;186;024033730222;12;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;187;024033710269;3;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;188;024033811406;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;189;024033710163;3;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;190;024033750538;3;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;191;024033811377;3;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;192;024033710290;2;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;193;024033811269;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;194;024033811368;2;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 3;195;024033730169;7;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;196;024033750662;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;197;024033810207;4;1;0;0;0;0;1;0;0;0;0;0;1;0
2003 38 3;198;024033710511;4;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;199;024033810667;8;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;200;024033810038;8;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;201;024033710113;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;202;024033810103;8;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;203;024033811060;7;1;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 3;204;024033730186;7;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;205;024033810327;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;206;024033811255;7;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;207;024033710329;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;208;024033810497;5;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;209;024033750732;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;210;024033810750;6;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;211;024033810659;10;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;212;024033720214;10;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;213;024033811146;10;1;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 3;214;024033810127;10;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;215;024033720467;10;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;216;024033810665;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;217;024033730199;7;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;218;024033821250;6;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;219;024033811343;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;220;024033750885;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;221;024033811421;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;222;024033531428;1;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;223;024033710172;1;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;224;024033820398;12;0;0;0;1;0;1;0;0;0;0;0;0;0
2003 38 3;225;024033810716;12;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;226;024033710273;12;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;227;024033810600;5;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;228;024033750733;12;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;229;024033730221;12;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;230;024033821312;12;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;231;024033710622;12;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;232;024033821341;12;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;233;024033730233;12;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;234;024033811163;12;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;235;024033811315;7;0;0;1;0;1;0;1;0;0;0;0;0;1
2003 38 3;236;024033710135;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;237;024033811137;7;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;238;024033750612;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;239;024033710356;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;240;024033810323;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;241;024033730175;7;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;242;024033710227;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;243;024033821320;7;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;244;024033720362;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;245;024033750022;9;1;0;1;0;0;0;0;0;0;0;0;1;0
2003 38 3;246;024033810844;9;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;247;024033730129;9;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;248;024033720186;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;249;024033820108;9;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;250;024033750570;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;251;024033750645;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;252;024033811221;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;253;024033720241;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;254;024033810354;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;255;024033531450;7;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;256;024033710862;7;1;0;1;0;0;0;1;0;0;1;1;0;1
2003 38 3;257;024033821319;7;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;258;024033750430;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;259;024033531440;7;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;260;024033810345;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;261;024033750173;7;1;0;1;0;0;0;0;0;0;1;0;0;0
2003 38 3;262;024033703737;7;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;263;024033810527;10;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;264;024033720511;10;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;265;024033811177;5;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;266;024033750652;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;267;024033710263;2;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;268;024033811156;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;269;024033811242;3;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;270;024033720209;3;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;271;024033811400;3;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;272;024033710840;7;1;0;1;0;0;0;1;0;0;1;1;0;1
2003 38 3;273;024033720238;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;274;024033810337;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;275;024033770002;7;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;276;024033750023;2;1;0;1;0;0;0;0;0;0;0;0;1;0
2003 38 3;277;024033811345;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;278;024033730130;2;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;279;024033810623;5;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;280;024033811123;4;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;281;024033710509;4;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;282;024033811022;8;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;283;024033811294;8;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;284;024033811356;8;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;285;024033720016;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;286;024033820521;2;0;0;0;1;0;1;0;0;0;0;0;0;0
2003 38 3;287;024033720367;2;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;288;024033630449;2;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;289;024033810656;2;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;290;024033650452;2;1;0;1;0;0;0;1;0;1;0;1;0;1
2003 38 3;291;024033811208;2;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;292;024033810220;2;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;293;024033720414;2;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;294;024033811410;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;295;024033750457;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;296;024033720011;3;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;297;024033810187;7;1;0;0;0;0;1;0;0;0;0;0;1;0
2003 38 3;298;024033730173;7;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;299;024033611083;7;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;300;024033811114;7;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;301;024033710024;12;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;302;024033821262;12;0;0;1;1;0;0;0;0;0;0;0;1;0
2003 38 3;303;024033811129;12;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;304;024033730232;12;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;305;024033810617;5;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;306;024033811271;12;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;307;024033710149;12;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;308;024033821306;12;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;309;024033750443;13;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;310;024033730257;13;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;311;024033821316;13;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;312;024033531433;4;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;313;024033810335;4;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;314;024033810676;4;0;0;1;1;0;0;0;0;0;0;0;0;0
