Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12
2003 39 1;33;048033911079;11;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
2003 39 1;34;048033840012;9;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;35;048033710729;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;36;048033740641;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;37;048033910286;9;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;38;048033860130;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;39;048033840030;9;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;40;048033860085;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;41;048033910900;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;42;048033910217;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;43;048033820672;8;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1
2003 39 1;44;048033910595;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;45;048033911057;3;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;46;048033911077;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;47;048033830344;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;48;048033910265;6;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;49;048033860110;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;50;048033910296;6;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;51;048033860150;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 39 1;52;048033830089;6;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;1;0
2003 39 1;53;048033860108;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;54;048033520929;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;55;048033860126;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;56;048033810890;3;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;57;048033860076;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;58;048033910432;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;59;048033860125;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;60;048033910142;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;61;048033820064;3;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;62;048033860128;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;63;048033910129;3;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;64;048033860092;6;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 39 1;65;048033830540;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;66;048033830074;6;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0
2003 39 1;67;048033860131;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;68;048033910104;5;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;69;048033710658;5;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;70;048033910248;5;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;71;048033860106;5;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;72;048033910218;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;73;048033750482;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;74;048033910270;2;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
2003 39 1;75;048033820411;2;0;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0
2003 39 1;76;048033910598;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;77;048033860052;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;78;048033910193;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;79;048033840382;12;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;80;048033860156;12;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;81;048033910230;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;82;048033860117;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;83;048033910003;3;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;84;048033910112;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;85;048033860154;3;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;86;048033910149;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;87;048033860147;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;88;048033910232;3;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;89;048033820539;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;90;048033910140;3;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;91;048033860119;8;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
2003 39 1;92;048033911031;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2003 39 1;93;048033840137;1;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;94;048033850048;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;95;048033860079;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;96;048033910519;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;97;048033860096;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;98;048033840034;3;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;99;048033860078;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;100;048033910114;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;101;048033860091;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;102;048033830373;3;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;103;048033911060;6;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 39 1;104;048033860116;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;105;048033910122;6;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;106;048033860112;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;107;048033840032;9;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;108;048033860077;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;109;048033910431;9;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;110;048033860040;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;111;048033830075;9;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;112;048033860054;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;113;048033910117;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;114;048033910108;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2003 39 1;115;048033840421;2;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0
2003 39 1;116;048033860093;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;117;048033910160;3;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2003 39 1;118;048033860037;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;119;048033830061;3;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;120;048033860060;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;121;048033910242;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;122;048033860036;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;123;048033840010;9;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;124;048033860041;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;125;048033910292;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;126;048033910183;7;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;127;048033860080;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 39 1;128;048033840031;6;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0
2003 39 1;129;048033860089;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 39 1;130;048033910274;6;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;131;048033860115;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;132;048033820101;6;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;133;048033860109;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;134;048033910163;6;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;135;048033911064;6;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
2003 39 1;136;048033910085;3;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;137;048033810371;3;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;138;048033910194;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;139;048033860039;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;140;048033910080;3;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;141;048033840118;3;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;142;048033911063;4;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2003 39 1;143;048033910516;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;144;048033910116;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;145;048033850197;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;146;048033911043;10;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;147;048033911037;10;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;148;048033910617;11;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;149;048033810426;4;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;150;048033910300;7;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
2003 39 1;151;048033910271;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;152;048033911012;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2003 39 1;153;048033840004;5;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;154;048033860143;5;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;155;048033910501;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;156;048033911058;10;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
2003 39 1;157;048033850051;10;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;158;048033910992;4;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;159;048033820485;4;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;160;048033910357;5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;161;048033910145;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;162;048033860135;5;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;163;048033820107;5;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;164;048033860158;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;165;048033910184;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;166;048033860082;5;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;167;048033830020;5;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;168;048033860163;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;169;048033910144;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;170;048033860015;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;171;048033910065;3;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;172;048033810252;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;173;048033910121;3;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;174;048033860038;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;175;048033910261;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;176;048033840406;3;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2003 39 1;177;048033910115;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;178;048033860142;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;179;048033910941;9;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;180;048033860046;9;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;181;048033910637;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0
2003 39 1;182;048033810568;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;183;048033910229;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;184;048033911035;3;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;185;048033910908;3;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;186;048033820537;3;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;187;048033910273;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;188;048033911048;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;189;048033910206;3;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;190;048033840412;3;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2003 39 1;191;048033910172;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;192;048033910237;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;193;048033860084;2;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
2003 39 1;194;048033840038;2;1;1;1;0;1;1;1;0;1;1;1;0;0;1;0;0;0
2003 39 1;195;048033860088;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;196;048033910266;6;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;197;048033911019;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 39 1;198;048033910421;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2003 39 1;199;048033040125;7;1;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0
2003 39 1;200;048033910954;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;201;048033910487;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;202;048033910260;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;203;048033840423;3;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2003 39 1;204;048033910154;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;205;048033910169;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;206;048033911023;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;207;048033840005;3;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;208;048033911029;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;209;048033911061;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;210;048033910178;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;211;048033860141;8;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1
2003 39 1;212;048033910293;7;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;213;048033910214;7;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
2003 39 1;214;048033820538;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;215;048033910297;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;216;048033860149;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;217;048033910174;5;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;218;048033860161;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;219;048033840040;6;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0
2003 39 1;220;048033911030;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;221;048033910535;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;222;048033910212;6;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;223;048033840362;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;224;048033910013;6;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0
2003 39 1;225;048033910884;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;226;048033860043;6;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;227;048033910509;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;228;048033720055;5;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;229;048033860090;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;230;048033910647;5;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;231;048033860113;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;232;048033840046;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0
2003 39 1;233;048033910118;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;234;048033911028;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;235;048033910648;2;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
2003 39 1;236;048033860159;2;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
2003 39 1;237;048033830076;2;0;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0
2003 39 1;238;048033910912;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 39 1;239;048033910255;5;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2003 39 1;240;048033860139;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;241;048033820104;5;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;242;048033860081;5;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;243;048033910253;6;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;244;048033910120;6;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;245;048033910955;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 39 1;246;048033920082;6;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;247;048033860124;6;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
2003 39 1;248;048033910640;3;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;249;048033860132;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;250;048033910017;3;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2003 39 1;251;048033810420;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;252;048033910267;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2003 39 1;253;048033911010;8;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
2003 39 1;254;048033910948;8;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
2003 39 1;255;048033840011;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0
2003 39 1;256;048033850180;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;257;048033910277;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
