Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8
2003 38 5;92;024033820568;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;93;024033740312;1;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;94;024033720035;1;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;95;024033810953;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;96;024033820921;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;97;024033840795;1;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;98;024033740315;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;99;024033820548;3;0;0;1;1;0;0;1;0;0;0;1;0;1
2003 38 5;100;024033830057;11;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;101;024033740048;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;102;024033811324;10;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;103;024033820855;10;1;0;0;0;0;0;1;0;0;1;0;0;0
2003 38 5;104;024033840813;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;105;024033821226;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;106;024033740512;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;107;024033750478;5;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;108;024033821225;3;1;0;1;0;0;0;0;0;0;0;1;0;0
2003 38 5;109;024033830708;3;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;110;024033821215;12;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;111;024033730242;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;112;024033820925;10;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;113;024033820590;10;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;114;024033830217;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;115;024033821175;2;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 5;116;024033820990;2;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;117;024033720051;2;1;0;1;0;0;0;1;0;0;0;1;0;1
2003 38 5;118;024033820824;9;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;119;024033830868;7;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;120;024033740308;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;121;024033820157;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;122;024033830259;8;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;123;024033740337;8;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;124;024033740091;3;1;0;1;0;0;0;0;1;0;1;1;0;0
2003 38 5;125;024033830887;3;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;126;024033740477;3;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;127;024033820202;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;128;024033840248;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;129;024033720263;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;130;024033830793;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;131;024033820540;1;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 5;132;024033820206;2;0;0;1;1;0;0;0;0;1;0;1;1;0
2003 38 5;133;024033830794;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;134;024033821040;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;135;024033730308;1;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;136;024033821174;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;137;024033820580;2;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;138;024033830117;2;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;139;024033740317;3;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;140;024033820916;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;141;024033830706;5;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;142;024033821180;5;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;143;024033820583;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;144;024033720166;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;145;024033820938;2;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;146;024033740646;2;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;147;024033830901;2;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;148;024033821132;9;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;149;024033740383;9;1;0;1;0;0;0;1;0;0;0;0;0;0
2003 38 5;150;024033810240;10;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;151;024033820935;10;1;0;1;0;0;0;0;0;0;0;1;0;0
2003 38 5;152;024033821221;10;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;153;024033750967;10;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;154;024033820582;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;155;024033820802;3;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 5;156;024033840266;3;1;0;0;0;0;0;0;0;0;0;1;0;0
2003 38 5;157;024033820939;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;158;024033720679;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;159;024033830790;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;160;024033820524;7;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;161;024033740516;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;162;024033830256;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;163;024033820153;1;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;164;024033740386;10;1;0;1;0;0;0;0;0;0;0;1;0;0
2003 38 5;165;024033840769;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;166;024033821168;10;0;0;0;1;0;0;0;0;1;0;0;1;0
2003 38 5;167;024033720086;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;168;024033820572;6;1;0;1;0;0;0;0;0;0;1;0;0;0
2003 38 5;169;024033820750;6;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;170;024033840737;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;171;024033820974;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;172;024033740372;5;0;0;0;1;0;0;1;0;0;0;1;0;1
2003 38 5;173;024033820078;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;174;024033820960;5;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 5;175;024033750299;5;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;176;024033840707;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;177;024033820587;5;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;178;024033750259;3;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;179;024033830028;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;180;024033820846;10;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;181;024033830223;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;182;024033730325;7;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 5;183;024033820588;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;184;024033830649;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;185;024033740478;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;186;024033820161;11;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 5;187;024033840196;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;188;024033821162;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;189;024033820558;11;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;190;024033750455;3;1;0;1;0;0;0;0;1;0;1;1;0;0
2003 38 5;191;024033830646;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;192;024033820238;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;193;024033750007;6;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;194;024033810450;6;1;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 5;195;024033811140;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;196;024033740345;6;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;197;024033830260;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;198;024033821164;3;1;0;1;0;0;0;0;0;0;0;1;0;0
2003 38 5;199;024033830605;13;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;200;024033750336;13;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;201;024033820877;7;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;202;024033720070;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;203;024033740031;7;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;204;024033820180;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;205;024033840786;11;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;206;024033750385;3;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;207;024033820399;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;208;024033821252;5;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;209;024033740336;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;210;024033830647;5;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;211;024033820184;5;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 5;212;024033750382;5;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;213;024033830807;5;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;214;024033740099;5;1;0;1;0;0;0;1;0;0;0;0;0;0
2003 38 5;215;024033830166;5;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;216;024033821001;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;217;024033750359;11;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;218;024033840756;11;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;219;024033820120;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;220;024033821136;10;0;0;0;1;0;0;0;0;0;0;1;0;0
2003 38 5;221;024033810139;10;1;0;1;0;0;0;0;0;0;1;0;0;0
2003 38 5;222;024033750214;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;223;024033821128;10;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;224;024033830847;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;225;024033820872;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;226;024033740508;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;227;024033830216;2;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;228;024033820566;2;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;229;024033820190;2;1;0;0;0;0;0;1;0;0;1;0;0;0
2003 38 5;230;024033840793;2;1;0;1;0;0;0;0;0;0;0;1;0;0
2003 38 5;231;024033730321;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;232;024033840020;13;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;233;024033820188;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;234;024033740643;10;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 5;235;024033840709;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;236;024033821218;10;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;237;024033821173;9;0;0;1;0;1;0;1;0;0;0;0;0;1
2003 38 5;238;024033720144;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;239;024033820954;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;240;024033830628;2;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;241;024033750578;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;242;024033820160;2;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;243;024033830066;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;244;024033820980;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;245;024033820556;11;1;0;0;0;0;0;1;0;0;1;0;0;0
2003 38 5;246;024033830596;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;247;024033740882;3;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;248;024033820818;10;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;249;024033830249;10;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 5;250;024033820958;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;251;024033830908;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;252;024033750379;10;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;253;024033820158;10;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;254;024033740141;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;255;024033830541;10;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;256;024033820150;4;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;257;024033820984;4;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;258;024033830246;12;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;259;024033820290;12;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;260;024033830718;12;1;0;1;0;0;0;1;0;0;0;0;0;1
2003 38 5;261;024033740427;5;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;262;024033820562;10;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;263;024033710400;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;264;024033821082;10;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;265;024033821125;10;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;266;024033750233;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;267;024033840736;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;268;024033821183;9;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;269;024033740393;9;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;270;024033820561;6;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;271;024033820197;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;272;024033840746;6;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;273;024033820874;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;274;024033750555;6;1;0;1;0;0;0;0;0;0;0;1;0;0
2003 38 5;275;024033821213;6;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;276;024033820148;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;277;024033750966;13;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;278;024033810929;13;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;279;024033820407;13;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;280;024033750562;13;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;281;024033840806;4;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;282;024033820924;5;0;0;1;1;0;0;0;0;1;0;1;1;0
2003 38 5;283;024033820176;5;1;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 5;284;024033740274;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;285;024033821097;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;286;024033820378;11;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;287;024033820205;3;1;0;1;0;0;0;0;1;0;1;1;0;0
2003 38 5;288;024033840804;3;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;289;024033820489;12;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;290;024033750269;8;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;291;024033840690;8;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;292;024033740094;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;293;024033740364;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;294;024033840751;6;0;0;1;1;0;0;1;0;0;0;1;0;1
2003 38 5;295;024033821184;6;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;296;024033820171;3;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;297;024033720048;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;298;024033820985;7;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;299;024033840763;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;300;024033750278;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 5;301;024033840109;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;302;024033820541;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;303;024033720170;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;304;024033821086;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;305;024033820957;1;1;0;1;0;0;0;0;1;0;1;1;0;0
2003 38 5;306;024033750918;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 5;307;024033820811;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;308;024033740084;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;309;024033840201;11;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;310;024033821043;11;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 5;311;024033750423;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;312;024033840802;3;1;0;1;0;0;0;0;1;0;1;1;0;0
2003 38 5;313;024033820611;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;314;024033820880;2;1;0;1;0;0;0;0;0;0;0;0;0;0
