Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;LPRC1;LPRC2
2003 38 2;84;064033840883;7;0;0;0;0;1;0;0;0;1
2003 38 2;85;064033920678;7;0;1;0;0;0;0;1;0;1
2003 38 2;86;064033840877;7;0;0;0;0;1;0;0;0;1
2003 38 2;87;064033840888;7;0;0;0;0;1;0;0;0;1
2003 38 2;88;064033811077;12;0;0;0;0;0;0;1;0;0
2003 38 2;89;064033811033;12;1;1;0;0;0;0;1;0;1
2003 38 2;90;064033750777;13;0;0;1;0;1;0;0;0;0
2003 38 2;91;064033750893;13;0;0;0;0;0;0;1;0;0
2003 38 2;92;064033811029;12;0;1;0;0;0;0;1;0;1
2003 38 2;93;064033820940;1;0;0;0;0;0;0;1;0;1
2003 38 2;94;064033850604;13;0;0;0;0;1;0;0;0;1
2003 38 2;95;064033750924;13;0;0;0;0;0;0;1;0;0
2003 38 2;96;064033830739;13;0;0;0;0;0;0;1;0;0
2003 38 2;97;064033810546;13;0;0;1;0;1;0;0;0;0
2003 38 2;98;064033811027;13;1;1;0;0;0;0;1;0;1
2003 38 2;99;064033820913;13;0;0;0;0;0;0;1;0;1
2003 38 2;100;064033810927;13;0;1;0;0;1;0;0;0;0
2003 38 2;101;064033820972;5;0;0;0;0;0;0;1;0;1
2003 38 2;102;064033811019;5;0;1;0;0;1;0;0;1;0
2003 38 2;103;064033830789;5;0;0;0;0;0;0;1;0;1
2003 38 2;104;064033750102;5;0;0;0;0;1;0;0;0;0
2003 38 2;105;064033810849;5;0;0;0;0;1;0;0;0;0
2003 38 2;106;064033820889;1;0;0;0;0;0;0;1;0;1
2003 38 2;107;064033820868;1;0;0;0;0;0;0;1;0;1
2003 38 2;108;064033741156;9;0;1;0;0;0;0;1;0;0
2003 38 2;109;064033810537;9;0;0;1;0;1;0;0;0;0
2003 38 2;110;064033741139;9;0;1;0;1;0;0;1;0;0
2003 38 2;111;064033420017;9;0;0;0;0;1;1;0;0;0
2003 38 2;112;064033811013;9;0;1;0;0;1;0;0;1;0
2003 38 2;113;064033830791;8;0;0;0;0;0;0;1;0;1
2003 38 2;114;064033840914;14;0;0;0;0;0;0;1;0;1
2003 38 2;115;064033750789;14;1;0;0;0;0;0;1;0;0
2003 38 2;116;064033830769;3;0;0;0;0;1;0;0;0;1
2003 38 2;117;064033830772;3;0;0;0;0;0;0;1;0;1
2003 38 2;118;064033810549;3;0;0;1;0;1;0;0;0;0
2003 38 2;119;064033820919;3;0;0;0;0;0;0;1;0;1
2003 38 2;120;064033840853;7;0;0;0;0;1;0;0;0;1
2003 38 2;121;064033840899;7;0;0;0;0;1;0;0;0;1
2003 38 2;122;064033820862;7;0;0;0;0;0;0;1;0;1
2003 38 2;123;064033840875;7;0;0;0;0;1;0;0;0;1
2003 38 2;124;064033840890;7;0;0;0;0;1;0;0;0;1
2003 38 2;125;064033820907;7;0;0;0;0;0;0;1;0;1
2003 38 2;126;064033840870;7;0;0;0;0;1;0;0;0;1
2003 38 2;127;064033840880;7;0;0;0;0;1;0;0;0;1
2003 38 2;128;064033750815;12;0;0;1;0;0;0;1;0;0
2003 38 2;129;064033810919;12;0;1;0;0;1;0;0;1;0
2003 38 2;130;064033820844;12;0;0;0;0;0;0;1;0;1
2003 38 2;131;064033751038;12;0;0;0;0;0;0;1;0;1
2003 38 2;132;064033750786;14;1;0;0;0;0;0;1;0;0
2003 38 2;133;064033840897;7;0;0;0;0;1;0;0;0;1
2003 38 2;134;064033840864;7;0;0;0;0;1;0;0;0;1
2003 38 2;135;064033820860;8;0;0;0;0;0;0;1;0;1
2003 38 2;136;064033810755;8;0;1;0;0;0;0;1;0;1
2003 38 2;137;064033830771;8;0;0;0;0;0;0;1;0;1
2003 38 2;138;064033810946;2;0;1;0;0;1;0;0;1;0
2003 38 2;139;064033750909;2;0;0;1;0;0;0;1;0;0
2003 38 2;140;064033750719;2;1;1;0;0;0;0;1;0;1
2003 38 2;141;064034230024;9;0;0;0;0;1;0;0;0;0
2003 38 2;142;064033741154;9;0;1;0;0;0;0;1;0;0
2003 38 2;143;064033810912;9;0;0;0;0;1;0;0;0;0
2003 38 2;144;064033420020;9;0;0;0;0;1;1;0;0;0
2003 38 2;145;064034130049;9;0;0;0;0;0;0;1;0;0
2003 38 2;146;064034130047;9;0;0;0;0;0;0;1;0;0
2003 38 2;147;064033810279;9;0;0;0;0;1;0;0;0;0
2003 38 2;148;064033741140;9;0;1;0;1;0;0;1;0;0
2003 38 2;149;064033810541;9;0;0;1;0;1;0;0;0;0
2003 38 2;150;064033830738;9;0;0;0;0;0;0;1;0;1
2003 38 2;151;064033810969;9;0;1;0;0;1;0;0;1;0
2003 38 2;152;064034130046;9;0;0;0;0;0;0;1;0;0
2003 38 2;153;064033840901;7;0;0;0;0;1;0;0;0;1
2003 38 2;154;064033840893;7;0;0;0;0;1;0;0;0;1
2003 38 2;155;064033820856;7;0;0;0;0;0;0;1;0;1
2003 38 2;156;064033840865;7;0;0;0;0;1;0;0;0;1
2003 38 2;157;064033750791;1;1;0;0;0;0;0;1;0;0
2003 38 2;158;064033820893;1;0;0;0;0;0;0;1;0;1
2003 38 2;159;064033830775;1;0;0;0;0;0;0;1;0;1
2003 38 2;160;064033740751;1;0;0;0;0;0;0;1;0;0
2003 38 2;161;064033810967;1;0;0;1;0;1;0;0;0;1
2003 38 2;162;064033820941;1;0;0;0;0;0;0;1;0;1
2003 38 2;163;064033810862;5;0;1;0;0;1;0;0;0;0
2003 38 2;164;064033820955;5;0;0;0;0;0;0;1;0;1
2003 38 2;165;064033840781;5;0;1;0;0;1;0;0;0;1
2003 38 2;166;064033750796;5;1;0;0;0;0;0;1;0;0
2003 38 2;167;064033811035;5;0;1;0;0;1;0;0;1;0
2003 38 2;168;064033830013;5;0;0;1;0;0;0;1;0;1
2003 38 2;169;064033840783;5;0;1;0;0;1;0;0;0;1
2003 38 2;170;064033740768;5;0;0;0;0;0;0;1;0;0
2003 38 2;171;064033840786;5;0;1;0;0;1;0;0;0;1
2003 38 2;172;064033810836;5;0;0;0;0;1;0;0;0;0
2003 38 2;173;064033830782;5;0;0;0;0;0;0;1;0;1
2003 38 2;174;064033750627;5;0;1;0;0;0;0;1;0;1
2003 38 2;175;064033810785;5;0;0;0;0;1;0;0;0;0
2003 38 2;176;064033750798;5;1;0;0;0;0;0;1;0;0
2003 38 2;177;064033840895;7;0;0;0;0;1;0;0;0;1
2003 38 2;178;064033840860;7;0;0;0;0;1;0;0;0;1
2003 38 2;179;064033820887;7;0;0;0;0;0;0;1;0;1
2003 38 2;180;064033840873;7;0;0;0;0;1;0;0;0;1
2003 38 2;181;064033810957;9;0;1;0;0;1;0;0;1;0
2003 38 2;182;064033740857;9;0;0;0;0;0;0;1;0;0
2003 38 2;183;064033420011;9;0;0;0;0;1;1;0;0;0
2003 38 2;184;064033741159;9;0;1;0;0;0;0;1;0;0
2003 38 2;185;064033840891;7;0;0;0;0;1;0;0;0;1
2003 38 2;186;064033840855;7;0;0;0;0;1;0;0;0;1
2003 38 2;187;064033820785;7;0;0;0;0;0;0;1;0;1
2003 38 2;188;064033840885;7;0;0;0;0;1;0;0;0;1
2003 38 2;189;064033840867;7;0;0;0;0;1;0;0;0;1
2003 38 2;190;064033740870;1;1;1;0;0;0;0;1;0;0
2003 38 2;191;064033821000;1;0;0;0;0;0;0;1;0;1
2003 38 2;192;064033820935;1;0;0;0;0;0;0;1;0;1
2003 38 2;193;064033830804;1;0;0;0;0;1;0;0;0;1
2003 38 2;194;064033750875;1;0;0;0;0;0;0;1;0;0
2003 38 2;195;064033840856;7;0;0;0;0;1;0;0;0;1
2003 38 2;196;064033840876;7;0;0;0;0;1;0;0;0;1
2003 38 2;197;064033820750;7;0;0;0;0;0;0;1;0;1
2003 38 2;198;064033810767;7;0;0;0;0;1;0;0;0;0
2003 38 2;199;064033840866;7;0;0;0;0;1;0;0;0;1
2003 38 2;200;064033820918;13;0;0;0;0;0;0;1;0;1
2003 38 2;201;064033810547;13;0;0;1;0;1;0;0;0;0
2003 38 2;202;064033820665;12;0;0;0;0;0;0;1;0;1
2003 38 2;203;064033820674;12;0;0;0;0;0;0;1;0;1
2003 38 2;204;064033830746;12;0;0;0;0;0;0;1;0;0
2003 38 2;205;064033830783;3;0;0;0;0;0;0;1;0;1
2003 38 2;206;064033811034;5;0;1;0;0;1;0;0;1;0
2003 38 2;207;064033750931;5;0;0;0;0;0;0;1;0;0
2003 38 2;208;064033850732;5;0;1;0;0;1;0;0;0;1
2003 38 2;209;064033820986;5;0;0;0;0;0;0;1;0;1
2003 38 2;210;064033750795;5;1;0;0;0;0;0;1;0;0
2003 38 2;211;064033820902;5;0;0;0;0;0;0;1;0;1
2003 38 2;212;064033810921;5;0;0;0;0;1;0;0;0;0
2003 38 2;213;064033830790;1;0;0;0;0;0;0;1;0;1
2003 38 2;214;064033820943;1;0;0;0;0;0;0;1;0;1
2003 38 2;215;064033820987;1;0;0;0;0;0;0;1;0;1
2003 38 2;216;064033810858;5;0;1;0;0;1;0;0;0;0
2003 38 2;217;064033820871;5;0;0;0;0;0;0;1;0;1
2003 38 2;218;064033810632;5;0;1;0;0;1;0;0;1;0
2003 38 2;219;064033830768;5;1;0;0;0;0;0;1;0;1
2003 38 2;220;064033910773;5;0;0;0;0;1;0;0;0;1
2003 38 2;221;064033750926;5;0;0;0;0;0;0;1;0;0
2003 38 2;222;064033821004;5;0;0;0;0;0;0;1;0;1
2003 38 2;223;064033810861;5;0;1;0;0;1;0;0;0;0
2003 38 2;224;064033810659;5;0;0;1;0;1;0;0;0;0
2003 38 2;225;064033820876;3;0;0;0;0;0;0;1;0;1
2003 38 2;226;064033830774;3;0;0;0;0;0;0;1;0;1
2003 38 2;227;064033750790;14;1;0;0;0;0;0;1;0;0
2003 38 2;228;064033850779;14;0;0;0;0;0;0;1;0;1
2003 38 2;229;064033810958;9;0;1;0;0;1;0;0;1;0
2003 38 2;230;064033750959;9;0;0;0;0;0;0;1;0;0
2003 38 2;231;064033741141;9;0;1;0;1;0;0;1;0;0
2003 38 2;232;064033420025;9;0;0;0;0;1;1;0;0;0
2003 38 2;233;064033741155;9;0;1;0;0;0;0;1;0;0
2003 38 2;234;064033840857;7;0;0;0;0;1;0;0;0;1
2003 38 2;235;064033840898;7;0;0;0;0;1;0;0;0;1
2003 38 2;236;064033830748;12;0;0;0;0;0;0;1;0;0
2003 38 2;237;064033741171;12;0;1;0;0;0;0;1;0;0
2003 38 2;238;064033820499;12;0;0;0;0;0;0;1;0;1
2003 38 2;239;064033810545;13;0;0;1;0;1;0;0;0;0
2003 38 2;240;064033810639;5;0;1;0;0;1;0;0;1;0
2003 38 2;241;064033810427;5;0;0;0;0;0;0;1;0;0
2003 38 2;242;064033850743;5;0;1;0;0;1;0;0;0;1
2003 38 2;243;064033810831;5;1;0;0;0;1;0;0;0;0
2003 38 2;244;064033830798;1;0;0;0;0;0;0;1;0;1
2003 38 2;245;064033820993;1;0;0;0;0;0;0;1;0;1
2003 38 2;246;064033750933;1;0;0;0;0;0;0;1;0;0
2003 38 2;247;064033830780;1;0;0;0;0;1;0;0;0;1
2003 38 2;248;064033820997;1;0;0;0;0;0;0;1;0;1
2003 38 2;249;064033740506;1;0;1;0;0;0;0;1;0;1
2003 38 2;250;064033810882;11;0;0;0;0;1;0;0;0;0
2003 38 2;251;064033810930;11;0;1;0;0;1;0;0;1;0
2003 38 2;252;064033830770;1;0;0;0;0;0;0;1;0;1
2003 38 2;253;064033750675;1;0;1;0;0;0;0;1;0;1
2003 38 2;254;064033750927;1;0;0;0;0;0;0;1;0;0
2003 38 2;255;064033830792;1;0;0;0;0;1;0;0;0;1
2003 38 2;256;064033820916;1;0;0;0;0;0;0;1;0;1
2003 38 2;257;064033830796;1;0;0;0;0;0;0;1;0;1
2003 38 2;258;064033810032;4;0;0;1;0;1;0;0;0;0
2003 38 2;259;064033750709;4;0;0;0;0;1;0;0;0;0
2003 38 2;260;064033820846;8;0;0;0;0;0;0;1;0;1
2003 38 2;261;064033820854;8;0;0;0;0;0;0;1;0;1
2003 38 2;262;064033820673;8;0;0;0;0;0;0;1;0;1
2003 38 2;263;064033810917;9;0;1;0;0;1;0;0;1;0
2003 38 2;264;064033420023;9;0;0;0;0;1;1;0;0;0
2003 38 2;265;064033741151;9;0;1;0;0;0;0;1;0;0
2003 38 2;266;064033810538;9;0;0;1;0;1;0;0;0;0
2003 38 2;267;064033810528;5;1;0;0;0;1;0;0;0;0
2003 38 2;268;064033741127;5;0;1;0;0;0;0;1;0;0
2003 38 2;269;064033820508;5;0;0;0;0;1;0;0;0;1
2003 38 2;270;064033810772;5;0;0;0;0;0;0;1;0;1
2003 38 2;271;064033740886;5;0;1;0;0;0;0;1;0;0
2003 38 2;272;064033750998;5;0;0;0;0;0;0;1;0;0
2003 38 2;273;064033810624;5;0;1;0;0;1;0;0;1;0
2003 38 2;274;064033750848;5;0;0;0;0;0;0;1;0;0
2003 38 2;275;064033811016;5;0;1;0;0;0;0;1;0;1
2003 38 2;276;064033810805;5;0;0;0;0;1;0;0;0;0
2003 38 2;277;064033810909;10;1;0;1;0;1;0;0;0;0
2003 38 2;278;064033820984;1;0;0;0;0;0;0;1;0;1
2003 38 2;279;064033811045;1;0;1;0;0;0;0;1;0;1
2003 38 2;280;064033820969;1;0;0;0;0;0;0;1;0;1
2003 38 2;281;064033821003;1;0;0;0;0;0;0;1;0;1
2003 38 2;282;064033810873;2;0;1;0;0;1;0;0;0;0
2003 38 2;283;064033820922;2;0;0;0;0;0;0;1;0;1
2003 38 2;284;064033810983;2;0;0;0;0;1;0;0;0;0
2003 38 2;285;064033830605;2;0;0;0;0;0;0;1;0;1
2003 38 2;286;064033810961;2;0;1;0;0;1;0;0;1;0
2003 38 2;287;064033850776;14;0;0;0;0;0;0;1;0;1
2003 38 2;288;064033750787;14;1;0;0;0;0;0;1;0;0
2003 38 2;289;064033630334;14;0;0;0;0;1;0;0;0;0
2003 38 2;290;064033820677;8;0;0;0;0;0;0;1;0;1
2003 38 2;291;064033820666;8;0;0;0;0;0;0;1;0;1
2003 38 2;292;064033820657;8;0;0;0;0;0;0;1;0;1
2003 38 2;293;064033840887;7;0;0;0;0;1;0;0;0;1
2003 38 2;294;064033840879;7;0;0;0;0;1;0;0;0;1
2003 38 2;295;064033730560;1;0;0;0;0;0;0;1;0;0
2003 38 2;296;064033820968;1;0;0;0;0;0;0;1;0;1
2003 38 2;297;064033750765;1;1;1;0;0;0;0;1;0;1
2003 38 2;298;064033750104;1;0;0;0;0;1;0;0;0;0
2003 38 2;299;064033820897;1;0;0;0;0;0;0;1;0;1
2003 38 2;300;064033850865;1;0;0;0;0;0;0;1;0;1
2003 38 2;301;064033820956;1;0;0;0;0;0;0;1;0;1
2003 38 2;302;064033810865;10;0;1;0;0;1;0;0;0;0
2003 38 2;303;064033820957;1;0;0;0;0;0;0;1;0;1
2003 38 2;304;064033820942;1;0;0;0;0;0;0;1;0;1
2003 38 2;305;064033811023;1;0;1;0;0;1;0;0;1;0
2003 38 2;306;064033820886;1;1;0;0;0;0;0;1;0;1
2003 38 2;307;064033830779;1;0;0;0;0;1;0;0;0;1
2003 38 2;308;064033811011;1;0;1;0;0;0;0;1;0;1
2003 38 2;309;064033751003;1;0;0;0;0;0;0;1;0;0
2003 38 2;310;064033830806;1;0;0;0;0;0;0;1;0;1
2003 38 2;311;064033820930;1;0;0;0;0;0;0;1;0;1
2003 38 2;312;064033420028;9;0;0;0;0;1;1;0;0;0
2003 38 2;313;064033741146;9;0;1;0;1;0;0;1;0;0
2003 38 2;314;064033840858;7;0;0;0;0;1;0;0;0;1
2003 38 2;315;064033840896;7;0;0;0;0;1;0;0;0;1
2003 38 2;316;064033751080;1;0;0;0;0;0;0;1;0;0
2003 38 2;317;064033840913;1;1;0;0;0;0;0;1;0;1
2003 38 2;318;064033820915;1;0;0;0;0;0;0;1;0;1
2003 38 2;319;064033751075;1;0;0;0;0;0;0;1;0;0
2003 38 2;320;064033840871;7;0;0;0;0;1;0;0;0;1
2003 38 2;321;064033820688;7;0;0;0;0;0;0;1;0;1
2003 38 2;322;064033840881;7;0;0;0;0;1;0;0;0;1
2003 38 2;323;064033840900;7;0;0;0;0;1;0;0;0;1
2003 38 2;324;064033811001;7;0;1;0;0;0;0;1;0;1
2003 38 2;325;064033840882;7;0;0;0;0;1;0;0;0;1
2003 38 2;326;064033810543;13;0;0;1;0;1;0;0;0;0
2003 38 2;327;064033830793;1;0;0;0;0;0;0;1;0;1
2003 38 2;328;064033830809;1;0;0;0;0;0;0;1;0;1
2003 38 2;329;064033820945;1;0;0;0;0;0;0;1;0;1
2003 38 2;330;064033810638;5;0;1;0;0;1;0;0;1;0
2003 38 2;331;064033850599;5;0;0;0;0;1;0;0;0;1
2003 38 2;332;064033741006;5;1;1;0;0;0;0;1;0;0
2003 38 2;333;064033750782;5;0;0;0;0;0;0;1;0;1
2003 38 2;334;064033850730;5;0;1;0;0;1;0;0;0;1
2003 38 2;335;064033750873;5;0;0;0;0;0;0;1;0;0
2003 38 2;336;064033811246;5;0;0;1;0;1;0;0;0;0
2003 38 2;337;064033850760;5;0;1;0;0;1;0;0;0;1
2003 38 2;338;064033820659;5;0;0;0;0;0;0;1;0;1
2003 38 2;339;064033810625;5;0;1;0;0;1;0;0;1;0
2003 38 2;340;064033810807;5;0;0;0;0;1;0;0;0;0
2003 38 2;341;064033740740;5;0;1;0;0;0;0;1;0;0
2003 38 2;342;064033850588;7;0;0;0;0;1;0;0;0;1
2003 38 2;343;064033850584;7;0;0;0;0;1;0;0;0;1
2003 38 2;344;064033920686;7;1;1;0;0;0;0;1;0;1
2003 38 2;345;064033850489;7;0;0;0;0;1;0;0;0;1
2003 38 2;346;064033850415;7;0;0;0;0;1;0;0;0;1
2003 38 2;347;064033820504;7;0;0;0;0;0;0;1;0;1
2003 38 2;348;064033850586;7;0;0;0;0;1;0;0;0;1
2003 38 2;349;064033850607;7;0;0;0;0;1;0;0;0;1
2003 38 2;350;064033830750;7;0;0;0;0;0;0;1;0;1
2003 38 2;351;064033850829;7;0;0;0;0;1;0;0;0;1
2003 38 2;352;064033810642;5;0;1;0;0;1;0;0;1;0
2003 38 2;353;064033820651;8;0;0;0;0;0;0;1;0;1
2003 38 2;354;064033820662;8;0;0;0;0;0;0;1;0;1
2003 38 2;355;064033820648;8;0;0;0;0;0;0;1;0;1
2003 38 2;356;064033810512;2;1;0;0;0;1;0;0;0;0
2003 38 2;357;064033810886;2;0;0;0;0;1;0;0;0;0
2003 38 2;358;064033741164;2;0;1;0;0;0;0;1;0;0
2003 38 2;359;064033850605;7;0;0;0;0;1;0;0;0;1
2003 38 2;360;064033850600;7;0;0;0;0;1;0;0;0;1
2003 38 2;361;064033830613;7;0;0;0;0;0;0;1;0;1
2003 38 2;362;064033850647;7;0;0;0;0;1;0;0;0;1
2003 38 2;363;064033910756;7;0;0;0;0;1;0;0;0;1
2003 38 2;364;064033830743;13;0;0;0;0;0;0;1;0;0
2003 38 2;365;064033820963;13;0;0;1;0;0;0;1;0;1
2003 38 2;366;064033910798;13;0;0;0;0;0;0;1;0;1
2003 38 2;367;064033811043;13;0;1;0;0;1;0;0;1;0
2003 38 2;368;064033910419;13;0;0;0;0;1;0;0;0;1
2003 38 2;369;064033820965;13;1;0;0;0;0;0;1;0;1
2003 38 2;370;064033830740;13;0;0;0;0;0;0;1;0;0
2003 38 2;371;064033820781;13;0;0;0;0;0;0;1;0;1
2003 38 2;372;064033830742;13;0;0;0;0;0;0;1;0;0
2003 38 2;373;064033830795;3;0;0;0;0;1;0;0;0;1
2003 38 2;374;064033820847;3;0;0;0;0;0;0;1;0;1
2003 38 2;375;064033810968;4;0;0;1;0;1;0;0;0;0
2003 38 2;376;064033811071;4;0;0;0;0;1;0;0;0;1
2003 38 2;377;064033820894;1;0;0;0;0;0;0;1;0;1
2003 38 2;378;064033810929;1;0;1;0;0;1;0;0;0;0
