Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8
2003 38 5;92;024033821225;5;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;93;024033830277;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;94;024033820555;3;0;0;0;1;0;0;0;0;0;0;1;0;0
2003 38 5;95;024033750007;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;96;024033830714;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;97;024033820156;7;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;98;024033820824;8;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;99;024033720170;8;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;100;024033821040;3;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;101;024033811118;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;102;024033750967;3;0;0;0;1;0;0;0;0;1;0;1;1;0
2003 38 5;103;024033820583;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;104;024033820984;1;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;105;024033830028;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;106;024033821168;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;107;024033840769;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;108;024033720206;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;109;024033830166;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;110;024033821215;8;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;111;024033630887;8;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;112;024033830706;8;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;113;024033820534;8;1;0;0;0;0;0;1;0;0;1;0;0;0
2003 38 5;114;024033740317;6;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;115;024033840020;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;116;024033820188;7;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 5;117;024033740882;12;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;118;024033830217;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;119;024033820150;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;120;024033830216;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;121;024033820921;1;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;122;024033821139;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;123;024033830707;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;124;024033740080;3;1;0;1;0;0;0;0;1;0;1;1;0;0
2003 38 5;125;024033820883;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;126;024033830208;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;127;024033750359;3;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 5;128;024033820954;3;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 5;129;024033830708;3;1;0;1;0;0;0;0;0;0;0;1;0;0
2003 38 5;130;024033821162;7;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;131;024033820940;7;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;132;024033720144;7;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 5;133;024033820983;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;134;024033821199;7;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;135;024033840811;2;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;136;024033821175;2;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;137;024033740697;2;1;0;0;0;0;0;1;0;0;1;0;0;0
2003 38 5;138;024033820552;6;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;139;024033730158;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;140;024033740386;9;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 5;141;024033820166;9;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;142;024033830724;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;143;024033740422;9;1;0;0;0;0;0;1;0;0;1;0;0;0
2003 38 5;144;024033820818;9;0;0;1;1;0;0;0;1;1;0;1;1;0
2003 38 5;145;024033830249;9;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;146;024033750577;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;147;024033820553;9;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;148;024033830498;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;149;024033820760;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;150;024033820290;3;0;0;0;1;0;0;0;0;0;0;1;0;0
2003 38 5;151;024033720246;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;152;024033830718;9;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;153;024033820535;9;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;154;024033740312;9;1;0;0;0;0;0;1;0;0;1;0;0;0
2003 38 5;155;024033840266;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;156;024033740652;3;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 5;157;024033840825;10;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;158;024033740048;10;1;0;1;0;0;0;1;0;0;0;1;0;1
2003 38 5;159;024033830066;10;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;160;024033820148;10;1;0;0;0;0;1;0;0;0;1;0;0;0
2003 38 5;161;024033750578;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;162;024033830649;11;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;163;024033820157;11;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;164;024033730090;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;165;024033811260;5;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;166;024033840115;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;167;024033740380;5;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;168;024033820400;5;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;169;024033840802;5;1;0;1;0;0;0;1;0;0;0;0;0;0
2003 38 5;170;024033740516;4;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;171;024033820612;4;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;172;024033811351;12;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;173;024033740371;12;0;0;0;1;0;0;0;0;1;0;1;1;0
2003 38 5;174;024033820045;12;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;175;024033830645;12;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;176;024033820913;7;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;177;024033820167;7;1;0;0;0;0;0;1;0;0;1;0;0;0
2003 38 5;178;024033720048;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;179;024033820837;11;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;180;024033840806;8;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;181;024033830246;8;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;182;024033820190;8;1;0;1;0;0;0;0;0;0;0;1;0;0
2003 38 5;183;024033820874;8;1;0;0;0;0;0;1;0;0;1;0;0;0
2003 38 5;184;024033830646;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;185;024033750555;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;186;024033840195;1;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;187;024033821181;1;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 5;188;024033750385;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;189;024033840795;1;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;190;024033740090;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;191;024033820939;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;192;024033740031;1;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;193;024033830741;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;194;024033750314;3;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;195;024033740508;3;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 5;196;024033840709;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;197;024033820877;6;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;198;024033720210;12;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;199;024033830200;12;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;200;024033820538;12;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;201;024033830775;10;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;202;024033820840;10;0;0;1;1;0;0;1;0;0;0;1;0;1
2003 38 5;203;024033820146;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;204;024033821213;7;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;205;024033840786;7;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;206;024033720056;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;207;024033820839;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;208;024033820267;3;0;0;0;1;0;0;0;0;1;0;1;1;0
2003 38 5;209;024033740874;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;210;024033830787;3;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;211;024033820199;2;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;212;024033820568;13;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;213;024033720086;13;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;214;024033820750;3;1;0;1;0;0;0;0;1;0;1;1;0;0
2003 38 5;215;024033811207;3;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;216;024033740566;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;217;024033830782;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;218;024033820181;1;0;0;0;0;1;0;1;0;0;0;0;0;1
2003 38 5;219;024033740646;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;220;024033810929;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;221;024033820407;12;0;0;0;1;0;0;0;0;0;0;1;0;0
2003 38 5;222;024033820613;12;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;223;024033840804;12;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;224;024033750562;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;225;024033821214;7;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;226;024033820880;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;227;024033750389;11;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;228;024033830296;11;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;229;024033820580;11;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 5;230;024033730321;12;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;231;024033840819;2;1;0;1;0;0;0;0;0;0;0;1;0;0
2003 38 5;232;024033820788;2;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 5;233;024033750269;2;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;234;024033840244;2;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;235;024033810867;10;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;236;024033820536;10;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;237;024033830777;2;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;238;024033820935;2;0;0;1;1;0;0;0;0;1;0;1;1;0
2003 38 5;239;024033820826;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;240;024033730308;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;241;024033820867;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;242;024033821174;1;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;243;024033840757;11;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;244;024033750243;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;245;024033820587;1;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;246;024033820681;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;247;024033730337;2;1;0;1;0;0;0;1;0;0;0;1;0;1
2003 38 5;248;024033840807;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;249;024033820916;2;0;0;1;1;0;0;0;0;1;0;0;1;0
2003 38 5;250;024033750273;2;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;251;024033821157;13;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;252;024033820176;13;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;253;024033750966;1;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;254;024033821216;1;1;0;1;0;0;0;0;1;0;1;1;0;0
2003 38 5;255;024033820533;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;256;024033820974;11;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;257;024033720907;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;258;024033820846;11;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;259;024033730242;9;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;260;024033820487;9;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;261;024033820277;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;262;024033840708;10;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;263;024033820816;10;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;264;024033811293;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;265;024033740198;10;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;266;024033821135;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;267;024033820857;10;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;268;024033830772;10;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;269;024033830117;10;0;0;1;1;0;0;1;0;0;0;1;0;1
2003 38 5;270;024033820561;10;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;271;024033740427;1;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 5;272;024033830230;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;273;024033821218;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;274;024033740423;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;275;024033840736;11;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;276;024033821125;11;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;277;024033750382;9;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;278;024033821219;9;0;0;0;1;0;0;0;0;0;0;1;0;0
2003 38 5;279;024033830908;9;1;0;1;0;0;0;0;0;0;1;0;0;0
2003 38 5;280;024033750379;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;281;024033820559;9;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;282;024033640978;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;283;024033821017;9;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;284;024033821154;9;0;0;1;1;0;0;1;0;0;0;1;0;1
2003 38 5;285;024033740593;9;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;286;024033830847;9;1;0;1;0;0;0;0;0;0;1;0;0;0
2003 38 5;287;024033740091;7;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 5;288;024033830211;9;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;289;024033821086;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;290;024033821171;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;291;024033750918;3;0;0;0;1;0;0;0;0;1;0;0;1;0
2003 38 5;292;024033821183;3;1;0;1;0;0;0;0;1;0;1;1;0;0
2003 38 5;293;024033820611;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;294;024033720070;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;295;024033820563;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;296;024033830682;3;1;0;0;0;0;0;0;0;1;0;0;1;0
2003 38 5;297;024033740477;3;0;0;1;1;0;0;0;0;0;0;1;0;0
2003 38 5;298;024033820236;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;299;024033821152;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 5;300;024033840246;3;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;301;024033750323;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;302;024033821084;7;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 5;303;024033830899;3;0;0;1;1;0;0;1;0;0;0;1;0;1
2003 38 5;304;024033750006;8;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;305;024033740142;8;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;306;024033840187;12;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 5;307;024033750326;12;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;308;024033820850;3;1;0;1;0;0;0;0;1;0;1;1;0;0
2003 38 5;309;024033840785;3;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 5;310;024033820206;10;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 5;311;024033740383;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;312;024033740099;10;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 5;313;024033830882;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 5;314;024033750204;2;1;0;0;0;0;0;0;0;0;0;0;0;0
