Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;LPRC1;LPRC2
2003 38 2;237;064033820333;4;0;0;0;0;0;0
2003 38 2;238;064033820275;4;0;0;0;0;0;0
2003 38 2;239;064033820004;4;0;0;0;0;0;0
2003 38 2;240;064033820279;4;0;0;0;0;0;0
2003 38 2;241;064033820245;4;0;0;0;0;0;0
2003 38 2;242;064033830624;4;0;0;0;0;0;0
2003 38 2;243;064033820097;3;0;0;0;0;0;0
2003 38 2;244;064033820197;3;0;0;0;0;0;0
2003 38 2;245;064033820310;3;0;0;0;0;0;0
2003 38 2;246;064033820147;3;0;0;0;0;0;0
2003 38 2;247;064033820374;3;0;0;1;0;0;1
2003 38 2;248;064033820222;3;0;0;0;0;0;0
2003 38 2;249;064033820278;3;0;0;0;0;0;0
2003 38 2;250;064033820163;3;0;0;0;0;1;0
2003 38 2;251;064033820161;3;0;0;0;0;0;0
2003 38 2;252;064033820379;3;0;0;0;0;0;0
2003 38 2;253;064033830612;4;0;0;0;0;0;0
2003 38 2;254;064033830110;4;0;0;1;0;0;0
2003 38 2;255;064033820189;6;1;0;0;0;0;0
2003 38 2;256;064033820186;6;0;0;0;1;0;0
2003 38 2;257;064033820138;6;0;0;0;0;1;0
2003 38 2;258;064033820188;6;1;0;0;0;0;0
2003 38 2;259;064033820385;6;0;0;0;1;0;0
2003 38 2;260;064033820158;6;0;0;0;0;0;0
2003 38 2;261;064033820357;6;0;0;0;0;0;0
2003 38 2;262;064033820024;6;0;0;0;1;0;0
2003 38 2;263;064033820080;6;0;0;0;0;1;0
2003 38 2;264;064033820034;6;0;0;0;0;0;0
2003 38 2;265;064033820251;6;0;0;0;1;0;0
2003 38 2;266;064033820159;6;0;0;0;0;0;0
2003 38 2;267;064033820257;6;0;0;0;0;1;0
2003 38 2;268;064033820254;6;0;0;0;1;0;0
2003 38 2;269;064033820190;6;1;0;0;0;0;0
2003 38 2;270;064033710316;9;0;1;0;0;0;0
2003 38 2;271;064033820242;2;0;0;1;0;0;1
2003 38 2;272;064033820226;2;0;0;0;0;0;0
2003 38 2;273;064033820128;2;0;0;0;0;0;0
2003 38 2;274;064033830548;2;0;0;1;0;0;0
2003 38 2;275;064033820400;2;0;0;0;0;0;0
2003 38 2;276;064033820361;2;0;0;0;0;0;0
2003 38 2;277;064033830541;2;0;0;1;0;0;0
2003 38 2;278;064033820153;2;0;0;0;0;0;0
2003 38 2;279;064033820019;2;0;0;0;0;0;0
2003 38 2;280;064033830542;2;0;0;0;0;0;0
2003 38 2;281;064033830584;2;0;0;1;0;0;0
2003 38 2;282;064033830280;2;0;0;0;0;0;0
2003 38 2;283;064033830409;2;0;0;0;0;0;1
2003 38 2;284;064033820378;5;0;0;0;0;0;0
2003 38 2;285;064033820314;5;0;0;0;0;0;0
2003 38 2;286;064033820059;5;0;0;1;0;0;0
2003 38 2;287;064033820296;5;0;0;0;0;0;0
2003 38 2;288;064033820320;5;0;0;0;0;0;0
2003 38 2;289;064033820273;5;0;0;0;0;0;0
2003 38 2;290;064033830132;5;0;0;1;0;0;0
2003 38 2;291;064033820319;5;0;0;0;0;0;0
2003 38 2;292;064033820049;5;0;0;0;0;0;0
2003 38 2;293;064033820372;5;0;0;0;0;0;0
2003 38 2;294;064033820311;5;0;0;0;0;0;0
2003 38 2;295;064033820014;5;0;0;0;0;0;0
2003 38 2;296;064033830457;5;0;0;0;0;0;0
2003 38 2;297;064033830332;5;0;0;0;0;0;0
2003 38 2;298;064033820430;7;0;0;0;0;0;0
2003 38 2;299;064033820418;7;0;0;0;0;0;0
2003 38 2;300;064033820373;7;0;0;0;0;0;0
2003 38 2;301;064033820223;7;0;0;0;0;0;0
2003 38 2;302;064033820013;7;0;0;1;0;0;0
2003 38 2;303;064033820291;7;0;0;0;0;1;0
2003 38 2;304;064033820105;7;0;0;0;0;0;0
2003 38 2;305;064033820135;7;0;0;0;0;0;0
2003 38 2;306;064033820269;7;0;0;0;0;0;0
2003 38 2;307;064033820121;7;0;0;1;0;0;0
2003 38 2;308;064033820058;7;0;0;0;0;0;0
2003 38 2;309;064033830602;7;0;0;0;0;0;0
2003 38 2;310;064033820210;6;1;0;0;0;0;0
2003 38 2;311;064033820088;6;0;0;0;0;1;0
2003 38 2;312;064033820255;6;0;0;0;1;0;0
2003 38 2;313;064033820208;6;1;0;0;0;0;0
2003 38 2;314;064033820351;1;0;0;0;0;0;0
2003 38 2;315;064033820287;1;0;0;0;0;0;0
2003 38 2;316;064033820298;1;0;0;0;0;1;0
2003 38 2;317;064033820150;1;0;0;0;0;0;0
2003 38 2;318;064033820429;1;0;0;0;0;0;0
2003 38 2;319;064033820089;1;0;0;0;0;1;0
2003 38 2;320;064033820181;1;0;0;1;0;0;0
2003 38 2;321;064033820206;1;0;0;0;0;0;0
2003 38 2;322;064033820232;1;0;0;0;0;1;0
2003 38 2;323;064033820256;1;0;0;1;0;0;0
2003 38 2;324;064033820116;1;0;0;0;0;1;0
2003 38 2;325;064033820238;10;0;0;0;0;0;0
2003 38 2;326;064033820148;10;0;0;0;0;0;0
2003 38 2;327;064033820419;10;0;0;0;0;0;0
2003 38 2;328;064033820261;10;0;0;0;0;0;0
2003 38 2;329;064033820083;10;0;0;0;0;0;0
2003 38 2;330;064033820284;10;0;0;0;0;0;0
2003 38 2;331;064033820018;10;0;0;0;0;0;0
2003 38 2;332;064033820299;11;0;0;1;0;0;0
2003 38 2;333;064033820359;11;0;0;0;0;0;0
2003 38 2;334;064033820196;11;0;0;0;0;0;0
2003 38 2;335;064033820283;12;0;0;1;0;1;1
