Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8
2003 38 3;51;024033730198;8;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;52;024033710115;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;53;024033810903;8;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;54;024033710174;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;55;024033811241;8;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;56;024033750621;11;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;57;024033710221;11;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;58;024033810934;11;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;59;024033811254;11;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 3;60;024033811311;11;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;61;024033730222;6;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;62;024033811142;6;1;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 3;63;024033750646;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;64;024033750732;10;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;65;024033810545;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;66;024033720014;1;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;67;024033811358;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;68;024033750877;8;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;69;024033730196;8;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;70;024033811365;8;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 3;71;024033710133;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;72;024033750839;8;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;73;024033810111;8;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;74;024033710224;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;75;024033703735;8;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;76;024033811301;8;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;77;024033710147;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;78;024033750661;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;79;024033750733;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;80;024033710862;8;1;0;1;0;0;0;1;0;0;1;1;0;1
2003 38 3;81;024033531448;8;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;82;024033811185;8;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;83;024033710272;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;84;024033750487;8;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;85;024033821254;8;0;0;1;1;0;0;0;0;0;0;0;1;0
2003 38 3;86;024033710222;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;87;024033811155;12;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;88;024033730257;12;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;89;024033811326;12;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 3;90;024033750560;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;91;024033710195;11;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;92;024033811333;2;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;93;024033610275;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;94;024033750044;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;95;024033811181;8;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;96;024033531426;1;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;97;024033710871;1;1;0;1;0;0;0;1;0;0;1;1;0;1
2003 38 3;98;024033810104;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;99;024033720242;1;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;100;024033750648;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;101;024033811188;7;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;102;024033710261;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;103;024033730161;10;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;104;024033811344;10;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;105;024033531438;10;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;106;024033750885;10;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;107;024033821311;6;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 3;108;024033750419;6;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;109;024033710220;6;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;110;024033821298;6;0;0;0;1;0;1;0;0;0;0;0;1;0
2003 38 3;111;024033730221;6;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;112;024033720007;10;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;113;024033811343;10;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;114;024033810589;7;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;115;024033710509;4;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;116;024033810335;4;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;117;024033820095;4;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;118;024033730250;11;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;119;024033821292;11;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;120;024033811265;11;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;121;024033710256;11;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;122;024033750640;11;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;123;024033810045;11;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;124;024033710172;1;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;125;024033811316;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;126;024033720452;2;1;0;1;0;0;0;1;0;0;1;1;0;1
2003 38 3;127;024033820521;2;0;0;0;1;0;1;0;0;0;0;0;0;0
2003 38 3;128;024033720684;11;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;129;024033750404;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;130;024033821327;6;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;131;024033810729;6;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;132;024033710134;6;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;133;024033810151;6;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;134;024033720828;6;1;0;0;0;0;0;0;0;0;0;1;0;0
2003 38 3;135;024033811314;6;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;136;024033710273;6;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;137;024033810724;6;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;138;024033810244;3;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;139;024033720209;3;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;140;024033811209;3;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;141;024033810564;7;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;142;024033730159;10;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;143;024033811170;10;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;144;024033720223;10;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;145;024033750026;13;1;0;0;0;0;1;0;0;0;0;0;1;0
2003 38 3;146;024033811367;13;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 3;147;024033730381;13;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;148;024033720738;13;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;149;024033811387;13;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;150;024033730163;10;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;151;024033811212;10;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;152;024033810667;9;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;153;024033710270;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;154;024033811273;4;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;155;024033810105;7;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;156;024033710263;2;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;157;024033811420;2;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;158;024033730166;8;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;159;024033531428;1;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;160;024033821334;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;161;024033720193;1;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;162;024033821262;6;0;0;1;1;0;0;0;0;0;0;0;1;0
2003 38 3;163;024033811163;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;164;024033730233;6;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;165;024033810600;7;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;166;024033811144;4;1;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 3;167;024033720442;4;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;168;024033821271;10;0;0;1;1;0;0;0;0;0;0;0;1;0
2003 38 3;169;024033810892;11;1;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 3;170;024033710143;11;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;171;024033750656;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;172;024033811129;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;173;024033730232;6;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;174;024033810623;7;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;175;024033810229;7;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 3;176;024033720367;2;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;177;024033810220;2;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;178;024033811269;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;179;024033821324;2;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;180;024033811271;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;181;024033710622;6;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;182;024033730205;6;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;183;024033821341;6;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;184;024033710331;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;185;024033810103;9;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;186;024033810038;9;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;187;024033710230;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;188;024033811356;9;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;189;024033811294;9;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;190;024033720401;1;1;0;1;0;0;0;1;0;0;1;1;0;1
2003 38 3;191;024033810126;1;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;192;024033811182;9;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;193;024033710113;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;194;024033750616;11;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;195;024033811436;11;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;196;024033720252;11;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;197;024033750293;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;198;024033810425;10;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;199;024033730162;10;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;200;024033810617;7;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;201;024033811146;5;1;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 3;202;024033750010;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;203;024033720214;5;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;204;024033811061;11;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;205;024033811305;11;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;206;024033720296;11;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;207;024033811329;11;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;208;024033810760;11;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;209;024033720250;11;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;210;024033811414;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;211;024033720329;3;1;0;1;0;0;0;0;0;0;0;1;0;0
2003 38 3;212;024033720011;3;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;213;024033811359;6;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;214;024033750136;6;1;0;1;0;0;0;0;0;0;1;0;0;0
2003 38 3;215;024033811302;6;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;216;024033810042;6;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;217;024033710024;6;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;218;024033750650;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;219;024033811221;2;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;220;024033650452;2;1;0;1;0;0;0;1;0;1;0;1;0;1
2003 38 3;221;024033820491;2;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;222;024033630449;2;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;223;024033710149;6;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;224;024033811308;6;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 38 3;225;024033810716;6;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;226;024033710131;6;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;227;024033810557;6;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;228;024033720709;6;1;0;0;0;0;0;1;0;0;0;1;0;0
2003 38 3;229;024033710218;6;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;230;024033810621;7;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;231;024033810708;6;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;232;024033811292;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;233;024033810537;6;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;234;024033720260;12;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;235;024033821316;12;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;236;024033730255;12;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;237;024033810127;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;238;024033811069;11;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;239;024033720204;11;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;240;024033810025;2;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 3;241;024033750724;8;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;242;024033710328;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;243;024033811362;8;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 3;244;024033730167;8;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;245;024033450385;7;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;246;024033810143;7;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;247;024033710294;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;248;024033703736;8;1;0;0;0;0;0;0;0;0;0;0;1;0
2003 38 3;249;024033811180;8;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;250;024033750172;8;1;0;1;0;0;0;0;0;0;1;0;0;0
2003 38 3;251;024033750409;8;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;252;024033650195;8;1;0;1;0;0;0;0;0;1;0;1;0;0
2003 38 3;253;024033810496;8;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;254;024033810338;8;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;255;024033810128;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;256;024033720467;5;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;257;024033810738;6;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;258;024033810568;7;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;259;024033810230;7;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 3;260;024033720320;11;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;261;024033821222;11;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;262;024033811278;11;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;263;024033720489;11;1;0;1;0;0;0;1;0;0;1;1;0;1
2003 38 3;264;024033810618;7;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;265;024033811225;7;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;266;024033750043;7;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;267;024033811345;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;268;024033531498;9;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;269;024033750614;9;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;270;024033811415;9;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;271;024033720016;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;272;024033730218;6;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;273;024033821313;6;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;274;024033640452;1;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;275;024033750529;5;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;276;024033811406;3;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;277;024033810124;5;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;278;024033650260;6;1;0;1;0;0;0;1;0;1;0;1;0;1
2003 38 3;279;024024502368;6;0;0;0;1;0;1;0;0;0;0;0;1;0
2003 38 3;280;024033750170;6;1;0;1;0;0;0;0;0;0;1;0;0;0
2003 38 3;281;024033710168;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;282;024033811419;9;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;283;024033750482;8;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;284;024033710329;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;285;024033810353;8;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;286;024033730193;8;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;287;024033710135;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;288;024033811378;8;0;0;0;1;0;0;0;0;0;0;0;1;0
2003 38 3;289;024033750496;8;1;0;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;290;024033710356;8;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;291;024033811328;8;0;0;0;0;1;0;1;0;0;0;0;0;0
2003 38 3;292;024033810692;8;1;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 3;293;024033730238;1;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;294;024033750989;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;295;024033750181;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;296;024033710138;1;1;0;1;0;0;0;1;0;1;0;0;0;1
2003 38 3;297;024033810613;7;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 38 3;298;024033811251;9;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;299;024033710199;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;300;024033811172;6;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 38 3;301;024033730219;6;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;302;024033531447;8;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;303;024033810349;8;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;304;024033810020;8;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 3;305;024033531492;8;1;0;1;0;0;0;0;0;1;0;0;1;0
2003 38 3;306;024033750337;6;0;0;0;1;0;0;0;1;0;0;0;0;0
2003 38 3;307;024033730213;6;1;0;1;0;0;0;0;0;0;1;1;0;0
2003 38 3;308;024033710212;9;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;309;024033811405;9;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 38 3;310;024033750662;7;0;1;1;0;0;0;0;0;0;0;0;0;0
2003 38 3;311;024033710152;10;1;0;1;0;0;0;0;0;1;0;0;0;0
2003 38 3;312;024033810750;10;1;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 3;313;024033810534;8;0;0;1;1;0;0;0;0;0;0;0;0;0
2003 38 3;314;024033811125;8;1;0;0;0;0;0;0;0;0;0;0;0;0
