Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6
2003 38 4;72;022033840024;3;1;0;0;0;0;0;0;0;1
2003 38 4;73;022033840141;3;1;0;0;0;0;0;0;0;0
2003 38 4;74;022033840135;3;1;0;0;0;0;0;0;0;0
2003 38 4;75;022033840146;3;1;0;0;0;0;0;0;0;0
2003 38 4;76;022033840367;3;0;1;0;0;0;0;0;0;0
2003 38 4;77;022033840019;3;1;0;0;0;0;0;0;0;1
2003 38 4;78;022033840014;3;1;0;0;0;0;0;0;1;0
2003 38 4;79;022033840011;3;1;1;0;0;0;0;0;0;0
2003 38 4;80;022033840032;3;1;0;0;0;0;0;0;0;1
2003 38 4;81;022033840140;3;1;0;0;0;0;0;0;0;0
2003 38 4;82;022033840306;3;0;0;0;1;0;0;0;0;0
2003 38 4;83;022033840147;3;1;0;0;0;0;0;0;0;0
2003 38 4;84;022033840035;3;1;0;0;0;0;0;0;0;1
2003 38 4;85;022033840137;3;1;0;0;0;0;0;0;0;0
2003 38 4;86;022033840138;3;1;0;0;0;0;0;0;0;0
2003 38 4;87;022033840025;3;1;0;0;0;0;0;0;0;1
2003 38 4;88;022033840139;3;1;0;0;0;0;0;0;0;0
2003 38 4;89;022033830395;3;0;0;0;0;0;0;0;0;0
2003 38 4;90;022033840028;3;1;0;0;0;0;0;0;0;1
2003 38 4;91;022033830016;3;1;0;0;0;1;0;0;1;0
2003 38 4;92;022033730322;3;1;0;0;0;0;0;0;0;0
2003 38 4;93;022033830038;3;1;0;0;0;0;0;1;0;1
2003 38 4;94;022033840124;3;1;0;0;0;0;0;0;0;0
2003 38 4;95;022033830181;3;0;0;0;0;0;0;0;0;0
2003 38 4;96;022033840026;3;1;0;0;0;0;0;0;0;1
2003 38 4;97;022033840121;3;1;0;0;0;0;0;0;0;0
2003 38 4;98;022033840116;3;1;0;0;0;0;0;0;0;0
2003 38 4;99;022033840020;3;1;0;0;0;0;0;0;0;1
2003 38 4;100;022033840118;3;1;0;0;0;0;0;0;0;0
2003 38 4;101;022033830322;3;0;0;0;0;0;0;0;0;0
2003 38 4;102;022033840031;3;1;0;0;0;0;0;0;0;1
2003 38 4;103;022033840122;3;1;0;0;0;0;0;0;0;0
2003 38 4;104;022033840333;4;1;0;0;0;0;0;0;0;0
2003 38 4;105;022033840282;4;1;0;0;0;0;0;0;0;0
2003 38 4;106;022033840268;4;1;0;0;0;0;0;0;0;0
2003 38 4;107;022033840127;4;1;1;0;0;0;1;0;0;0
2003 38 4;108;022033840277;4;1;0;0;0;0;0;0;0;0
2003 38 4;109;022033840257;4;1;0;0;0;0;0;0;0;0
2003 38 4;110;022033840389;4;0;0;0;0;0;0;0;0;0
2003 38 4;111;022033840295;4;1;0;0;0;0;0;0;0;0
2003 38 4;112;022033840265;4;1;0;0;0;0;0;0;0;0
2003 38 4;113;022033840290;4;1;0;0;0;0;0;0;0;0
2003 38 4;114;022033840270;4;1;0;0;0;0;0;0;0;0
2003 38 4;115;022033840315;4;1;0;0;0;0;0;0;0;0
2003 38 4;116;022033840269;4;1;0;0;0;0;0;0;0;0
2003 38 4;117;022033840287;4;1;0;0;0;0;0;0;0;0
2003 38 4;118;022033840353;4;0;0;0;1;0;0;0;0;0
2003 38 4;119;022033840272;4;1;0;0;0;0;0;0;0;0
2003 38 4;120;022033840280;4;1;0;0;0;0;0;0;0;0
2003 38 4;121;022033840263;4;1;0;0;0;0;0;0;0;0
2003 38 4;122;022033840259;4;1;0;0;0;0;0;0;0;0
2003 38 4;123;022033840305;4;1;0;0;0;0;0;0;0;0
2003 38 4;124;022033840330;4;0;0;0;0;0;0;0;0;0
2003 38 4;125;022033840271;4;1;0;0;0;0;0;0;0;0
2003 38 4;126;022033840281;4;1;0;0;0;0;0;0;0;0
2003 38 4;127;022033840288;4;1;0;0;0;0;0;0;0;0
2003 38 4;128;022033840289;4;1;0;0;0;0;0;0;0;0
2003 38 4;129;022033840266;4;1;0;0;0;0;0;0;0;0
2003 38 4;130;022033840361;4;0;0;0;1;0;0;0;0;0
2003 38 4;131;022033840264;4;1;0;0;0;0;0;0;0;0
2003 38 4;132;022033840303;4;1;0;0;0;0;0;0;0;0
2003 38 4;133;022033840304;4;1;0;0;0;0;0;0;0;0
2003 38 4;134;022033840341;4;1;1;0;0;0;0;0;0;0
2003 38 4;135;022033840284;4;1;0;0;0;0;0;0;0;0
2003 38 4;136;022033840255;4;1;0;0;0;0;0;0;0;0
2003 38 4;137;022033840308;4;0;0;0;0;0;0;0;0;0
2003 38 4;138;022033840286;4;1;0;0;0;0;0;0;0;0
2003 38 4;139;022033840299;4;1;0;0;0;0;0;0;0;0
2003 38 4;140;022033840292;4;1;0;0;0;0;0;0;0;0
2003 38 4;141;022033840275;4;1;0;0;0;0;0;0;0;0
2003 38 4;142;022033840278;4;1;0;0;0;0;0;0;0;0
2003 38 4;143;022033830285;4;0;0;0;0;0;0;0;0;0
2003 38 4;144;022033840296;4;1;0;0;0;0;0;0;0;0
2003 38 4;145;022033840294;4;1;0;0;0;0;0;0;0;0
2003 38 4;146;022033840274;4;1;0;0;0;0;0;0;0;0
2003 38 4;147;022033840291;4;1;0;0;0;0;0;0;0;0
2003 38 4;148;022033840253;4;1;0;0;0;0;0;0;0;0
2003 38 4;149;022033840261;4;1;0;0;0;0;0;0;0;0
2003 38 4;150;022033840233;4;0;0;0;0;0;0;0;0;0
2003 38 4;151;022033840301;4;1;0;0;0;0;0;0;0;0
2003 38 4;152;022033840276;4;1;0;0;0;0;0;0;0;0
2003 38 4;153;022033840260;4;1;0;0;0;0;0;0;0;0
2003 38 4;154;022033820077;4;1;0;0;0;0;0;0;0;1
2003 38 4;155;022033840285;4;1;0;0;0;0;0;0;0;0
2003 38 4;156;022033830389;4;0;0;0;0;0;0;0;0;0
2003 38 4;157;022033840298;4;1;0;0;0;0;0;0;0;0
2003 38 4;158;022033840283;4;1;0;0;0;0;0;0;0;0
2003 38 4;159;022033840254;4;1;0;0;0;0;0;0;0;0
2003 38 4;160;022033840300;4;1;0;0;0;0;0;0;0;0
2003 38 4;161;022033840279;4;1;0;0;0;0;0;0;0;0
2003 38 4;162;022033840293;4;1;0;0;0;0;0;0;0;0
2003 38 4;163;022033830380;4;0;0;0;0;0;0;0;0;0
2003 38 4;164;022033840297;4;1;0;0;0;0;0;0;0;0
2003 38 4;165;022033840340;4;1;1;0;0;0;0;0;0;0
2003 38 4;166;022033840258;4;1;0;0;0;0;0;0;0;0
2003 38 4;167;022033840267;4;1;0;0;0;0;0;0;0;0
2003 38 4;168;022033840252;4;1;0;0;0;0;0;0;0;0
2003 38 4;169;022033840235;4;0;0;0;0;0;0;0;0;0
2003 38 4;170;022033840273;4;1;0;0;0;0;0;0;0;0
2003 38 4;171;022033840256;4;1;0;0;0;0;0;0;0;0
2003 38 4;172;022033840244;4;1;0;0;0;0;0;0;0;0
2003 38 4;173;022033840262;4;1;0;0;0;0;0;0;0;0
2003 38 4;174;022033840302;4;1;0;0;0;0;0;0;0;0
2003 38 4;175;022033650169;4;1;0;0;0;0;0;0;0;0
2003 38 4;176;022033830254;4;0;0;0;0;0;0;0;0;0
2003 38 4;177;022033830383;4;1;0;0;0;0;0;0;0;0
2003 38 4;178;022033830384;4;1;0;0;0;0;0;0;0;0
2003 38 4;179;022033830385;4;1;0;0;0;0;0;0;0;0
2003 38 4;180;022033840228;4;1;0;0;0;0;0;0;0;0
2003 38 4;181;022033830382;4;1;0;0;0;0;0;0;0;0
2003 38 4;182;022033850006;4;0;0;0;1;0;0;0;0;0
2003 38 4;183;022033830386;4;1;0;0;0;0;0;0;0;0
2003 38 4;184;022033810290;4;1;0;0;0;0;0;0;0;0
2003 38 4;185;022033550227;4;1;0;0;0;0;0;0;0;0
2003 38 4;186;022033550149;4;1;0;0;0;0;0;0;0;0
2003 38 4;187;022033830387;4;1;0;0;0;0;0;0;0;0
2003 38 4;188;022033830388;4;1;0;0;0;0;0;0;0;0
2003 38 4;189;022033730129;4;1;0;0;0;0;0;0;0;0
2003 38 4;190;022033810341;4;1;0;0;0;0;0;0;0;0
2003 38 4;191;022033840223;4;1;0;0;0;0;0;0;0;0
2003 38 4;192;022033840375;5;0;0;0;1;0;0;0;0;0
2003 38 4;193;022033840357;5;0;0;0;1;0;0;0;0;0
2003 38 4;194;022033840358;5;0;0;0;1;0;0;0;0;0
2003 38 4;195;022033840352;5;0;0;0;1;0;0;0;0;0
2003 38 4;196;022033840347;5;0;0;0;1;0;0;0;0;0
2003 38 4;197;022033840354;5;0;0;0;1;0;0;0;0;0
2003 38 4;198;022033840348;5;0;0;0;1;0;0;0;0;0
2003 38 4;199;022033840402;5;0;0;0;1;0;0;0;0;0
2003 38 4;200;022033840383;5;0;0;0;1;0;0;0;0;0
2003 38 4;201;022033840374;5;1;0;0;0;0;0;0;0;0
2003 38 4;202;022033840372;5;1;0;0;0;0;0;0;0;0
2003 38 4;203;022033840405;5;0;0;0;1;0;0;0;0;0
2003 38 4;204;022033840325;5;0;0;0;0;0;0;0;0;0
2003 38 4;205;022033840373;5;1;0;0;0;0;0;0;0;0
2003 38 4;206;022033840351;5;0;0;0;1;0;0;0;0;0
2003 38 4;207;022033840250;5;1;0;0;0;0;0;0;0;0
2003 38 4;208;022033840365;5;0;0;0;1;0;0;0;0;0
2003 38 4;209;022033840380;5;0;0;0;1;0;0;0;0;0
2003 38 4;210;022033840364;5;0;0;0;1;0;0;0;0;0
2003 38 4;211;022033840398;5;0;0;0;1;0;0;0;0;0
2003 38 4;212;022033840394;5;0;0;0;1;0;0;0;0;0
2003 38 4;213;022033840377;5;0;0;0;1;0;0;0;0;0
2003 38 4;214;022033840349;5;0;0;0;1;0;0;0;0;0
2003 38 4;215;022033840311;5;1;0;0;0;0;0;0;0;0
2003 38 4;216;022033840400;5;0;0;0;1;0;0;0;0;0
2003 38 4;217;022033730252;5;1;0;0;0;0;0;0;0;0
2003 38 4;218;022033840220;5;1;0;0;0;0;0;0;0;0
2003 38 4;219;022033840345;5;0;0;0;1;0;0;0;0;0
2003 38 4;220;022033840326;5;0;0;0;0;0;0;0;0;0
2003 38 4;221;022033840403;5;0;0;0;1;0;0;0;0;0
2003 38 4;222;022033840312;5;0;0;0;0;0;0;0;0;0
2003 38 4;223;022033840342;5;0;0;0;1;0;0;0;0;0
2003 38 4;224;022033840382;5;0;0;0;1;0;0;0;0;0
2003 38 4;225;022033840346;5;0;0;0;1;0;0;0;0;0
2003 38 4;226;022033840392;5;0;0;0;1;0;0;0;0;0
2003 38 4;227;022033840371;5;0;0;0;1;0;0;0;0;0
2003 38 4;228;022033840363;5;0;0;0;1;0;0;0;0;0
2003 38 4;229;022033840404;5;0;0;0;1;0;0;0;0;0
2003 38 4;230;022033840240;5;0;0;0;0;0;0;0;0;0
2003 38 4;231;022033840217;5;1;0;0;0;0;0;0;0;0
2003 38 4;232;022033840222;5;1;0;0;0;0;0;0;0;0
2003 38 4;233;022033840378;5;0;0;0;1;0;0;0;0;0
2003 38 4;234;022033810297;5;1;0;0;0;0;0;0;0;0
2003 38 4;235;022033840376;5;0;0;0;1;0;0;0;0;0
2003 38 4;236;022033840397;5;0;0;0;1;0;0;0;0;0
2003 38 4;237;022033840360;5;0;1;0;0;0;0;0;0;0
2003 38 4;238;022033840362;5;0;0;0;1;0;0;0;0;0
2003 38 4;239;022033840395;5;0;0;0;1;0;0;0;0;0
2003 38 4;240;022033840381;5;0;0;0;1;0;0;0;0;0
2003 38 4;241;022033840355;5;0;0;0;1;0;0;0;0;0
2003 38 4;242;022033840356;5;0;0;0;1;0;0;0;0;0
2003 38 4;243;022033840350;5;0;0;0;1;0;0;0;0;0
2003 38 4;244;022033840399;5;0;0;0;1;0;0;0;0;0
2003 38 4;245;022033840310;5;0;0;0;0;0;0;0;0;0
2003 38 4;246;022033840309;5;0;0;0;0;0;0;0;0;0
2003 38 4;247;022033830341;5;0;0;0;0;0;0;0;0;0
2003 38 4;248;022033840370;5;0;0;0;1;0;0;0;0;0
2003 38 4;249;022033830392;5;1;0;0;0;0;0;0;0;0
2003 38 4;250;022033840401;5;0;0;0;1;0;0;0;0;0
2003 38 4;251;022033840231;5;1;0;0;0;0;0;0;0;0
2003 38 4;252;022033840366;5;0;0;0;1;0;0;0;0;0
2003 38 4;253;022033840359;5;0;0;0;1;0;0;0;0;0
2003 38 4;254;022033840322;5;0;0;0;1;0;0;0;0;0
2003 38 4;255;022033840324;5;0;0;0;1;0;0;0;0;0
2003 38 4;256;022033840329;5;0;0;0;1;0;0;0;0;0
2003 38 4;257;022033840321;5;0;0;0;1;0;0;0;0;0
2003 38 4;258;022033840328;5;0;0;0;1;0;0;0;0;0
2003 38 4;259;022033840320;5;0;0;0;1;0;0;0;0;0
2003 38 4;260;022033830340;5;0;0;0;0;0;0;0;0;0
2003 38 4;261;022033830335;5;0;0;0;0;0;0;0;0;0
2003 38 4;262;022033840016;5;0;1;0;0;0;0;0;0;0
2003 38 4;263;022033840218;5;0;0;0;1;0;0;0;0;0
2003 38 4;264;022033840219;5;1;0;0;0;0;0;0;0;0
2003 38 4;265;022033840115;5;0;0;0;1;0;0;0;0;0
2003 38 4;266;022033840221;5;1;0;0;0;0;0;0;0;0
2003 38 4;267;022033840082;5;0;0;0;1;0;0;0;0;0
2003 38 4;268;022033840010;5;0;0;0;1;0;0;0;0;0
2003 38 4;269;022033840003;5;0;0;0;1;0;0;0;0;0
2003 38 4;270;022033840002;5;0;0;0;1;0;0;0;0;0
2003 38 4;271;022033840001;5;0;0;0;1;0;0;0;0;0
2003 38 4;272;022033840005;5;0;0;0;1;0;0;0;0;0
2003 38 4;273;022033840004;5;0;0;0;1;0;0;0;0;0
2003 38 4;274;022033840008;5;0;0;0;1;0;0;0;0;0
2003 38 4;275;022033840393;6;1;0;0;0;0;0;0;0;0
2003 38 4;276;022033830189;6;1;0;0;0;0;0;0;0;0
2003 38 4;277;022033840207;6;1;0;0;0;0;0;0;0;0
2003 38 4;278;022033840179;6;1;0;0;0;0;0;0;0;0
2003 38 4;279;022033840126;6;0;1;0;0;0;0;0;0;0
2003 38 4;280;022033840210;6;1;0;0;0;0;0;0;0;0
2003 38 4;281;022033840205;6;1;0;0;0;0;0;0;0;0
2003 38 4;282;022033840180;6;1;0;0;0;0;0;0;0;0
2003 38 4;283;022033840208;6;1;0;0;0;0;0;0;0;0
2003 38 4;284;022033840194;6;1;0;0;0;0;0;0;0;0
2003 38 4;285;022033720567;6;0;0;0;0;0;0;0;0;0
2003 38 4;286;022033840388;6;1;1;0;0;0;0;0;0;0
2003 38 4;287;022033840183;6;1;0;0;0;0;0;0;0;0
2003 38 4;288;022033840190;6;1;0;0;0;0;0;0;0;0
2003 38 4;289;022033830032;6;1;0;0;0;0;0;1;0;1
2003 38 4;290;022033840196;6;1;0;0;0;0;0;0;0;0
2003 38 4;291;022033840344;6;0;1;0;0;0;0;0;0;0
2003 38 4;292;022033730291;6;1;0;0;0;0;0;0;0;0
2003 38 4;293;022033840206;6;1;0;0;0;0;0;0;0;0
2003 38 4;294;022033840211;6;1;0;0;0;0;0;0;0;0
2003 38 4;295;022033830042;6;1;0;0;0;0;0;1;0;1
2003 38 4;296;022033840201;6;1;0;0;0;0;0;0;0;0
2003 38 4;297;022033840227;6;0;0;0;0;0;0;0;0;0
2003 38 4;298;022033830041;6;1;0;0;0;0;0;1;0;1
2003 38 4;299;022033840200;6;1;0;0;0;0;0;0;0;0
2003 38 4;300;022033840184;6;1;0;0;0;0;0;0;0;0
2003 38 4;301;022033830240;6;1;1;0;0;0;0;0;0;0
2003 38 4;302;022033910109;6;0;0;0;0;0;0;0;0;0
2003 38 4;303;022033840215;6;1;0;0;0;0;0;0;0;0
2003 38 4;304;022033840178;6;1;0;0;0;0;0;0;0;0
2003 38 4;305;022033840214;6;1;0;0;0;0;0;0;0;0
2003 38 4;306;022033830044;6;1;0;0;0;0;0;1;0;1
2003 38 4;307;022033840182;6;1;0;0;0;0;0;0;0;0
2003 38 4;308;022033840343;6;0;1;0;0;0;0;0;0;0
2003 38 4;309;022033840177;6;1;0;0;0;0;0;0;0;0
2003 38 4;310;022033840103;6;1;0;0;0;0;1;1;0;1
2003 38 4;311;022033840212;6;1;0;0;0;0;0;0;0;0
2003 38 4;312;022033840188;6;1;0;0;0;0;0;0;0;0
2003 38 4;313;022033840339;6;0;1;0;0;0;0;0;0;0
2003 38 4;314;022033830040;6;1;0;0;0;0;0;1;0;1
2003 38 4;315;022033840181;6;1;0;0;0;0;0;0;0;0
2003 38 4;316;022033840202;6;1;0;0;0;0;0;0;0;0
2003 38 4;317;022033840317;6;0;1;0;0;0;0;0;0;0
2003 38 4;318;022033840195;6;1;0;0;0;0;0;0;0;0
2003 38 4;319;022033840175;6;1;0;0;0;0;0;0;0;0
2003 38 4;320;022033840209;6;1;0;0;0;0;0;0;0;0
2003 38 4;321;022033830045;6;1;0;0;0;0;0;0;0;1
2003 38 4;322;022033840174;6;1;0;0;0;0;0;0;0;0
2003 38 4;323;022033840318;6;0;1;0;0;0;0;0;0;0
2003 38 4;324;022033840213;6;1;0;0;0;0;0;0;0;0
2003 38 4;325;022033840185;6;1;0;0;0;0;0;0;0;0
2003 38 4;326;022033830046;6;1;0;0;0;0;0;0;0;1
2003 38 4;327;022033840192;6;1;0;0;0;0;0;0;0;0
2003 38 4;328;022033840198;6;1;0;0;0;0;0;0;0;0
2003 38 4;329;022033840013;6;0;0;0;0;0;0;0;0;1
2003 38 4;330;022033840191;6;1;0;0;0;0;0;0;0;0
2003 38 4;331;022033840331;6;1;1;0;0;0;0;0;0;0
2003 38 4;332;022033840203;6;1;0;0;0;0;0;0;0;0
2003 38 4;333;022033610949;6;1;0;0;0;0;0;0;0;0
2003 38 4;334;022033840204;6;1;0;0;0;0;0;0;0;0
2003 38 4;335;022033840248;6;0;1;0;0;0;0;0;0;0
2003 38 4;336;022033830043;6;1;0;0;0;0;0;1;0;1
2003 38 4;337;022033840187;6;1;0;0;0;0;0;0;0;0
2003 38 4;338;022033840193;6;1;0;0;0;0;0;0;0;0
2003 38 4;339;022033840186;6;1;0;0;0;0;0;0;0;0
2003 38 4;340;022033840176;6;1;0;0;0;0;0;0;0;0
2003 38 4;341;022033840391;6;0;0;0;1;0;0;0;0;0
2003 38 4;342;022033840197;6;1;0;0;0;0;0;0;0;0
2003 38 4;343;022033840117;6;1;0;0;0;0;0;0;0;0
2003 38 4;344;022033840123;6;1;0;0;0;0;0;0;0;0
2003 38 4;345;022033840119;6;1;0;0;0;0;0;0;0;0
2003 38 4;346;022033840327;6;1;0;1;0;1;0;0;0;1
2003 38 4;347;022033840316;6;0;1;0;0;0;0;0;0;0
2003 38 4;348;022033840106;6;1;0;0;0;0;0;0;0;0
2003 38 4;349;022033840107;6;1;0;0;0;0;0;0;0;0
2003 38 4;350;022033840313;7;1;0;0;0;0;0;0;0;0
2003 38 4;351;022033840314;7;1;0;0;0;0;0;0;0;0
2003 38 4;352;022033730260;7;1;0;0;0;0;0;0;0;0
2003 38 4;353;022033840242;7;0;0;0;0;0;0;0;0;0
2003 38 4;354;022033840224;7;1;0;0;0;0;0;0;0;0
2003 38 4;355;022033710525;7;1;0;0;0;0;0;0;0;0
2003 38 4;356;022033750418;7;1;0;0;0;0;0;0;0;0
2003 38 4;357;022033830324;7;1;0;0;0;0;0;0;0;0
2003 38 4;358;022033830303;7;1;0;0;0;0;0;0;0;0
2003 38 4;359;022033830394;7;0;0;0;0;0;0;0;0;0
2003 38 4;360;022033830163;7;1;0;0;0;0;0;0;0;0
2003 38 4;361;022033830008;7;1;0;0;0;0;0;0;0;0
2003 38 4;362;022033840080;7;1;0;0;0;0;0;0;0;0
2003 38 4;363;022033840062;7;1;0;0;0;0;0;0;0;0
2003 38 4;364;022033840052;7;1;0;0;0;0;0;0;0;0
2003 38 4;365;022033830153;7;0;0;0;0;0;0;0;0;0
2003 38 4;366;022033840066;7;1;0;0;0;0;0;0;0;0
2003 38 4;367;022033840061;7;1;0;0;0;0;0;0;0;0
2003 38 4;368;022033840054;7;1;0;0;0;0;0;0;0;0
2003 38 4;369;022033840068;7;1;0;0;0;0;0;0;0;0
2003 38 4;370;022033840063;7;1;0;0;0;0;0;0;0;0
2003 38 4;371;022033830012;7;0;0;0;0;0;0;0;0;0
2003 38 4;372;022033840065;7;1;0;0;0;0;0;0;0;0
2003 38 4;373;022033840056;7;1;0;0;0;0;0;0;0;0
2003 38 4;374;022033840057;7;1;0;0;0;0;0;0;0;0
2003 38 4;375;022033840060;7;1;0;0;0;0;0;0;0;0
2003 38 4;376;022033840051;7;1;0;0;0;0;0;0;0;0
2003 38 4;377;022033840055;7;1;0;0;0;0;0;0;0;0
2003 38 4;378;022033840053;7;1;0;0;0;0;0;0;0;0
2003 38 4;379;022033850198;7;0;0;0;0;0;0;0;0;0
2003 38 4;380;022033830025;7;1;0;0;0;0;0;0;0;1
2003 38 4;381;022033840058;7;1;0;0;0;0;0;0;0;0
2003 38 4;382;022033830014;7;1;0;0;0;1;0;0;1;0
2003 38 4;383;022033840064;7;1;0;0;0;0;0;0;0;0
2003 38 4;384;022033840059;7;1;0;0;0;0;0;0;0;0
2003 38 4;385;022033850084;7;0;0;0;0;0;0;0;0;0
2003 38 4;386;022033840067;7;1;0;0;0;0;0;0;0;0
2003 38 4;387;022033840386;8;1;1;0;0;0;0;0;0;0
2003 38 4;388;022033830379;8;1;0;0;0;0;0;0;0;0
2003 38 4;389;022033840039;8;1;1;0;0;0;0;0;0;0
2003 38 4;390;022033840040;8;1;1;0;0;0;0;0;0;0
2003 38 4;391;022033850200;8;0;0;0;0;0;0;0;0;0
2003 38 4;392;022033840037;8;1;1;0;0;0;0;0;0;0
2003 38 4;393;022033840044;8;1;1;0;0;0;0;0;0;0
